!COCjOC*O          2   600.078     6.009     0.000     0.000     0.00 !
!COCOCj*O          2   600.078     6.009     0.000     0.000     0.00 !
DMM2AO2            2   644.856     6.260     0.000     0.000     0.00 !
DMM2BO2            2   644.856     6.260     0.000     0.000     0.00 !
DMM2_OOH1_3        2   644.856     6.260     0.000     0.000     0.00 !
DMM2_OOH1_5        2   644.856     6.260     0.000     0.000     0.00 !
DMM2_OOH3_1        2   644.856     6.260     0.000     0.000     0.00 !
DMM2_OOH3_5        2   644.856     6.260     0.000     0.000     0.00 !
DMM2_OOH3_7        2   644.856     6.260     0.000     0.000     0.00 !
C4H8O4_13          2   728.283     6.708     0.000     0.000     0.00 !
C4H8O4_15          2   728.283     6.708     0.000     0.000     0.00 !
C4H8O4_35          2   728.283     6.708     0.000     0.000     0.00 !
DMM2_OOH1_OO3      2   728.283     6.708     0.000     0.000     0.00 !
DMM2_OOH1_OO5      2   728.283     6.708     0.000     0.000     0.00 !
DMM2_OOH3_OO1      2   728.283     6.708     0.000     0.000     0.00 !
DMM2_OOH3_OO5      2   728.283     6.708     0.000     0.000     0.00 !
DMM2_OOH3_OO7      2   728.283     6.708     0.000     0.000     0.00 !
DMM2_KET13         2   684.858     6.478     0.000     0.000     0.00 !
DMM2_KET15         2   684.858     6.478     0.000     0.000     0.00 !
DMM2_KET31         2   684.858     6.478     0.000     0.000     0.00 !
DMM2_KET35         2   684.858     6.478     0.000     0.000     0.00 !
DMM2_KET37         2   684.858     6.478     0.000     0.000     0.00 !
DMM2BO             2   552.607     5.733     0.000     0.000     0.00 !
DMM2AOOH           2   644.856     6.260     0.000     0.000     0.00 !
DMM2BOOH           2   644.856     6.260     0.000     0.000     0.00 !
COCOCOCOj          2   723.340     6.682     0.000     0.000     0.00 !
CHOOCOCHO          2   481.800     3.626     0.000     0.00      1.00 ! Zhao 2008
CHOOCHO            2   481.800     3.626     0.000     0.00      1.00 ! Zhao 2008
CHOOCO             2   481.800     3.626     0.000     0.00      1.00 ! Zhao 2008
CH3OCH2OCOO        2   552.607     5.733     0.000     0.000     0.00 !
CH3OCOOCHO         2   552.607     5.733     0.000     0.000     0.00 !
CH3OCOOCO          2   552.607     5.733     0.000     0.000     0.00 !
CHOOCOCO           2   552.607     5.733     0.000     0.000     0.00 !
!---------------------------------------------------------------------!
!---------DMM3 [ OME3 ] species---------------------------------------!
DMM3               2   642.217     6.245     0.000     0.00      0.00 ! Cai 2020 | OME3
DMM3A              2   639.455     6.230     0.000     0.00      0.00 ! Cai 2020
DMM3B              2   639.455     6.230     0.000     0.00      0.00 ! Cai 2020
DMM3C              2   639.455     6.230     0.000     0.00      0.00 ! Cai 2020
COCOCOC*O          2   597.176     5.992     0.000     0.00      0.00 ! Cai 2020 | COCOCOC*O = CH3OCH2OCH2OCHO
COCOCOCj*O         2   594.264     5.975     0.000     0.00      0.00 ! Cai 2020 | CH3OCH2OCH2OCO = COCOCOCj*O
COCOCjOC*O         2   594.264     5.975     0.000     0.00      0.00 ! Cai 2020 | COCOCjOC*O = CH3OCH2OCHOCHO
COCjOCOC*O         2   594.264     5.975     0.000     0.00      0.00 ! = COCOCOCj*O
CjOCOCOC*O         2   594.264     5.975     0.000     0.00      0.00 ! = COCOCOCj*O
DMM3AO2            2   523.2       5.664     1.7       0.00      1.00 ! Ren 2019
DMM3BO2            2   523.2       5.664     1.7       0.00      1.00 ! = DMM3AO2
DMM3CO2            2   523.2       5.664     1.7       0.00      1.00 ! = DMM3AO2
DMM3_OOH1_3        2   523.2       5.664     1.7       0.00      1.00 ! Ren 2019
DMM3_OOH1_5        2   523.2       5.664     1.7       0.00      1.00 ! = DMM3_OOH1_3
DMM3_OOH3_1        2   523.2       5.664     1.7       0.00      1.00 ! = DMM3_OOH1_3
DMM3_OOH3_5        2   523.2       5.664     1.7       0.00      1.00 ! = DMM3_OOH1_3
DMM3_OOH3_7        2   523.2       5.664     1.7       0.00      1.00 ! = DMM3_OOH1_3
DMM3_OOH5_1        2   523.2       5.664     1.7       0.00      1.00 ! = DMM3_OOH1_3
DMM3_OOH5_3        2   523.2       5.664     1.7       0.00      1.00 ! = DMM3_OOH1_3
COCOCOCOCOj        2   723.340     6.682     0.000     0.00      0.00 ! = COCOCOCOj
DMM3AOOH           2   723.340     6.682     0.000     0.00      0.00 ! Cai 2020 | OME3QOOHX3X1 = DMM3AOOH
DMM3BOOH           2   723.340     6.682     0.000     0.00      0.00 ! = DMM3AOOH
DMM3COOH           2   723.340     6.682     0.000     0.00      0.00 ! = DMM3AOOH
DMM3BO             2   679.689     6.450     0.000     0.00      0.00 ! Cai 2020 | OME3CYC4A = DMM3BO
DMM3CO             2   679.689     6.450     0.000     0.00      0.00 ! = DMM3BO
C5H10O5_13         2   523.2       5.664     1.7       0.00      1.00 ! = C5H10O5_35
C5H10O5_15         2   523.2       5.664     1.7       0.00      1.00 ! = C5H10O5_35
C5H10O5_35         2   523.2       5.664     1.7       0.00      1.00 ! Ren 2019
C5H10O5_37         2   523.2       5.664     1.7       0.00      1.00 ! = C5H10O5_35
DMM3_OOH1_OO5      2   523.2       5.664     1.7       0.00      1.00 ! Ren 2019
DMM3_OOH1_OO3      2   523.2       5.664     1.7       0.00      1.00 ! = DMM3_OOH1_OO5
DMM3_OOH3_OO1      2   523.2       5.664     1.7       0.00      1.00 ! = DMM3_OOH1_OO5
DMM3_OOH3_OO5      2   523.2       5.664     1.7       0.00      1.00 ! = DMM3_OOH1_OO5
DMM3_OOH3_OO7      2   523.2       5.664     1.7       0.00      1.00 ! = DMM3_OOH1_OO5
DMM3_OOH5_OO1      2   523.2       5.664     1.7       0.00      1.00 ! = DMM3_OOH1_OO5
DMM3_OOH5_OO3      2   523.2       5.664     1.7       0.00      1.00 ! = DMM3_OOH1_OO5
DMM3_KET13         2   523.2       5.664     1.7       0.00      1.00 ! = DMM3_KET15
DMM3_KET15         2   523.2       5.664     1.7       0.00      1.00 ! Ren 2019
DMM3_KET31         2   523.2       5.664     1.7       0.00      1.00 ! = DMM3_KET15
DMM3_KET35         2   523.2       5.664     1.7       0.00      1.00 ! = DMM3_KET15
DMM3_KET37         2   523.2       5.664     1.7       0.00      1.00 ! = DMM3_KET15
DMM3_KET51         2   523.2       5.664     1.7       0.00      1.00 ! = DMM3_KET15
DMM3_KET53         2   523.2       5.664     1.7       0.00      1.00 ! = DMM3_KET15
CH3OCH2OCH2OCOO    2   639.339     6.229     0.000     0.000     0.00 ! Cai 2020
CH3OCOOCH2OCHO     2   639.339     6.229     0.000     0.000     0.00 ! = CH3OCH2OCH2OCOO
CH3OCH2OCOOCH2O    2   639.339     6.229     0.000     0.000     0.00 ! Cai 2020
CH3OCH2OCOOCHO     2   639.339     6.229     0.000     0.000     0.00 ! = CH3OCH2OCH2OCOO
CH3OCH2OCOOCH2     2   639.339     6.229     0.000     0.000     0.00 ! = CH3OCH2OCH2OCOO
CH3OCOOCHOCH3      2   639.339     6.229     0.000     0.000     0.00 ! = CH3OCH2OCH2OCOO
CH3OCOOCH2OCO      2   639.339     6.229     0.000     0.000     0.00 ! = CH3OCH2OCH2OCOO
CH3OCH2OCOOCO      2   639.339     6.229     0.000     0.000     0.00 ! = CH3OCH2OCH2OCOO
!-------------------------Nitrogenated species transport properties---!
N                  0   71.40       3.298     0.00      0.00      0.0  !
NH                 1   80.00       2.650     0.00     0.000      4.00 ! Lamoureux et al. 2016
HNO                2   116.70      3.492     0.00     0.000      1.00 ! Lamoureux et al. 2016
HON                2   116.70      3.492     0.00     0.000      1.00 ! Lamoureux et al. 2016
HONO               2   232.40      3.828     0.00     0.000      1.00 ! Lamoureux et al. 2016
NH2                2   80.00       2.650     0.00     2.260      4.00 ! Lamoureux et al. 2016
H2NO               2   116.70      3.492     0.00     0.000      1.00 ! Lamoureux et al. 2016
HNOH               2   116.70      3.492     0.00     0.000      1.00 ! Lamoureux et al. 2016
NH3                2   481.00      2.920     1.47     0.000      10.0 ! Lamoureux et al. 2016
NNH                2   71.40       3.798     0.00     0.000      1.00 ! Lamoureux et al. 2016
HNNO               2   232.40      3.828     0.00     0.000      1.00 ! Lamoureux et al. 2016
N2H2               2   71.40       3.798     0.00     0.000      1.00 ! Lamoureux et al. 2016
N2H3               2   200.00      3.900     0.00     0.000      1.00 ! Coppens et al. 2007
N2H4               2   205.00      4.230     0.00     4.260      1.50 ! Coppens et al. 2007
H2NN               2   71.40       3.798     0.00     0.000      1.00 ! = N2H2
N2O                1   232.40      3.828     0.00     0.000      1.00 ! Lamoureux et al. 2016
NO                 1   97.53       3.621     0.00     1.760      4.00 ! Lamoureux et al. 2016
NO2                2   200.00      3.500     0.00     0.000      1.00 ! Lamoureux et al. 2016
HCN                1   569.00      3.630     0.00     0.000      1.00 ! Lamoureux et al. 2016
HCNO               2   232.40      3.828     0.00     0.000      1.00 ! Lamoureux et al. 2016
HOCN               2   232.40      3.828     0.00     0.000      1.00 ! Lamoureux et al. 2016
HNCO               2   232.40      3.828     0.00     0.000      1.00 ! Lamoureux et al. 2016
HCNN               2   150.00      2.500     0.00     0.000      1.00 ! Lamoureux et al. 2016
H2CN               1   569.00      3.630     0.00     0.000      1.00 ! Lamoureux et al. 2016
CN                 1   75.00       3.856     0.00     0.000      1.00 ! Lamoureux et al. 2016
NCO                1   232.40      3.828     0.00     0.000      1.00 ! Lamoureux et al. 2016
CN2                1   232.40      3.828     0.00     0.000      1.00 ! Lamoureux et al. 2016
NCN                1   232.40      3.828     0.00     0.000      1.00 ! Lamoureux et al. 2016
CNN                1   232.40      3.828     0.00     0.000      1.00 ! Lamoureux et al. 2016
NCNO               2   232.40      3.828     0.00     0.000      1.00 ! Lamoureux et al. 2016
HCNN               2   150.00      2.500     0.00     0.000      1.00 ! Lamoureux et al. 2016
C2N2               1   349.00      4.361     0.00     0.000      1.00 ! Lamoureux et al. 2016
NCCN               1   349.00      4.361     0.00     0.000      1.00 ! Lamoureux et al. 2016
HNC                1   569.00      3.630     0.00     0.000      1.00 ! Lamoureux et al. 2016
HNCN               1   232.40      3.828     0.00     0.000      1.00 ! Lamoureux et al. 2016
NH2OH              2   116.70      3.492     0.00     0.000      1.00 ! Coppens et al. 2007
HNO2               2   232.40      3.828     0.00     0.000      1.00 ! = HONO
HONO2              2   232.40      3.828     0.00     0.000      1.00 ! = HONO2
NO3                2   378.40      4.175     0.00     0.000      1.00 ! Coppens et al. 2007
N2O4               2   202.60      5.164     0.00     0.000      1.00 ! Coppens et al. 2007
N2O3               2   202.60      5.164     0.00     0.000      1.00 ! Coppens et al. 2007
HNO3               2   378.40      4.175     0.00     0.000      1.00 ! Coppens et al. 2007
CH3NO              2   232.4       3.828     0.00     0.000      1.00 ! =HCNO
CH3ONO             2   232.4       3.828     0.00     0.000      1.00 !
CH3NO2             2   232.4       3.828     0.00     0.000      1.00 !
CH3ONO2            2   232.4       3.828     0.00     0.000      1.00 !
CH2NO2             2   232.4       3.828     0.00     0.000      1.00 !
CH2NO              2   150.0       2.500     0.00     0.000      1.00 !
CH3NH2             2   232.400     3.828     0.00     0.000      1.00 !refered to NCNO  ! Brequigny et al. 2015; PROCI 35 (2015) 703   710
CH3NH              2   232.400     3.828     0.00     0.000      1.00 !refered to NCNO  ! Brequigny et al. 2015; PROCI 35 (2015) 703   710
CH2NH2             2   232.400     3.828     0.00     0.000      1.00 !refered to NCNO  ! Brequigny et al. 2015; PROCI 35 (2015) 703   710
CH2NH              2   232.400     3.828     0.00     0.000      1.00 !refered to NCNO  ! Brequigny et al. 2015; PROCI 35 (2015) 703   710
CH2CN              1   232.400     3.828     0.00     0.000      1.00 ! =C2N OIS        ! Brequigny et al. 2015; PROCI 35 (2015) 703   710
CH3CN              2   232.400     3.828     0.00     0.000      1.00 !refered to NCNO  ! Brequigny et al. 2015; PROCI 35 (2015) 703   710
HCNH               2   232.400     3.828     0.00     0.000      1.00 !=HCNO            ! Brequigny et al. 2015; PROCI 35 (2015) 703   710
