!Based on 
! "An experimental and kinetic modeling study of n-butanol combustion"
! S. M. Sarathy, M.J. Thomson, C. Togbe, P. Dagaut, F. Halter, C. Mounaim-Rousselle
! Combustion and Flame 156(4), 852-864 (2009). http://dx.doi.org/10.1016/j.combustflame.2008.11.019
!
H2S        2      301      3.6        0      0      1      ! OIS
SO         1      301      3.993      0      0      1      ! OIS
SO2        2      252      4.29       0      0      1      ! OIS
SO3        2      378.4    4.175      0      0      1      ! OIS
S2         1      847      3.9        0      0      1      ! OIS
C          0      71.4     3.298      0      0      0      ! *
CH         1      80       2.75       0      0      0      
HCN        1      569      3.63       0      0      1      ! OIS
HCNO       2      232.4    3.828      0      0      1      ! JAM
HOCN       2      232.4    3.828      0      0      1      ! JAM
HNCO       2      232.4    3.828      0      0      1      ! OIS
HCNN       2      150      2.5        0      0      1      !  =HCCO*
HCO        2      498      3.59       0      0      0      
CHO        2      498      3.59       0      0      0      
HCO+       1      498      3.59       0      0      0      
CHO+       1      498      3.59       0      0      0      
CH2        1      144      3.8        0      0      0      
SCH2       1      144      3.8        0      0      0      
CH2(S)     1      144      3.8        0      0      0      
H2CN       1      569      3.63       0      0      1      ! os/jm
CH2O       2      498      3.59       0      0      2      
CH3        1      144      3.8        0      0      0      
CH3O       2      417      3.69       1.7    0      2      
CH2OH      2      417      3.69       1.7    0      2      
CH3O2      2      481.8    3.626      0      0      1      !=Met
CH3NO3     2      232.4    3.828      0      0      1      !=HCNO
CH4        2      141.4    3.746      0      2.6    13      
CH4O       2      417      3.69       1.7    0      2      
CH3OH      2      481.8    3.626      0      0      1      ! SVE
CH3O2H     2      481.8    3.626      0      0      1      !=Met
CN         1      75       3.856      0      0      1      ! OIS
NCO        1      232.4    3.828      0      0      1      ! OIS
CN2        1      232.4    3.828      0      0      1      ! OIS
NCN        1      232.4    3.828      0      0      1      ! OIS
CNN        1      232.4    3.828      0      0      1      ! OIS
NCNO       2      232.4    3.828      0      0      1      ! OIS
CO         1      98.1     3.65       0      1.95   1.8      
CO2        1      244      3.763      0      2.65   2.1      
C2         1      97.53    3.621      0      1.76   4      
C2H        1      209      4.1        0      0      2.5      
HC2N2      1      349      4.361      0      0      1      ! OIS
HCCO       2      150      2.5        0      0      1      ! *
C2H2       1      209      4.1        0      0      2.5      
HCCOH      2      436      3.97       0      0      2      
CH2CO      2      436      3.97       0      0      2      
CHOCO      2      436      3.97       0      0      2      ! bak
C2H3       2      209      4.1        0      0      1      ! *
C2H3O      2      436      3.97       0      0      2      !=EtOx
C2H2OH     2      224.7    4.162      0      0      1      ! *
CH2HCO     2      436      3.97       0      0      2      !=AA
CH3CO      2      436      3.97       0      0      2      !WAR
CH2CHO     2      436      3.97       0      0      2      !=AA
CH2CHOW    2      436      3.97       0      0      2      !=AA
CH3CO      2      436      3.97       0      0      2      
CH3CO2     2      436      3.97       0      0      2      !=AA
CH3CO3     2      436      3.97       0      0      2      !=AA
C2H4       2      280.8    3.971      0      0      1.5      
C2H4O      2      436      3.97       0      0      2      ! RAJ
C2H4O2H    2      436      3.97       0      0      2      ! bak
CH3HCO     2      436      3.97       0      0      2      ! RAJ
CH3CHO     2      436      3.97       0      0      2      !WAR
CH3HCOW    2      436      3.97       0      0      2      !=AA
CH3CHO     2      436      3.97       0      0      2      
CHOCHO     2      436      3.97       0      0      2      ! bak
CH3CO2H    2      436      3.97       0      0      2      !=AA
CH3CO3H    2      436      3.97       0      0      2      !=AA
C2H5       2      252.3    4.302      0      0      1.5      
C2H5O2     2      391      4.455      0      0      1      !=EtOH
C2H5O2H    2      391      4.455      0      0      1      !=EtOH
PC2H5O     2      391      4.455      0      0      1      ! RAJOUT
SC2H5O     2      391      4.455      0      0      1      ! RAJOUT
C2H5O      2      391      4.455      0      0      1      ! RAJOUT
C2H6       2      252.3    4.302      0      0      1.5      
C2H5OH     2      391      4.455      0      0      1      ! RAJOUT
CH3O2CH3   2      357      5.18       0      0      1      !=CH3CCCH3
CNC        1      232.4    3.828      0      0      1      ! OIS
C2N        1      232.4    3.828      0      0      1      ! OIS
C2N2       1      349      4.361      0      0      1      ! OIS
C2O        1      232.4    3.828      0      0      1      ! *
C3H2       2      209      4.1        0      0      1      ! *
C3H2O      2      209      4.1        0      0      1      ! bak
C3H3       1      252      4.76       0      0      1      
C3H3O      1      252      4.76       0      0      1      ! bak
H2CCCH     2      252      4.76       0      0      1      ! JAM
CH3CC      2      252      4.76       0      0      1      ! JAM
C3H4       1      252      4.76       0      0      1      
C3H4P      1      252      4.76       0      0      1      ! JAM
PC3H4      1      252      4.76       0      0      1      ! RAJ
AC3H4      1      252      4.76       0      0      1      ! RAJ
ACETON     1      252      4.76       0      0      1      ! bak
METACROL   1      252      4.76       0      0      1      ! bak
C3H4C      1      252      4.76       0      0      1      ! RAJ
SC3H5      2      260      4.85       0      0      1      ! RAJ
AC3H5      2      260      4.85       0      0      1      ! RAJ
C3H5       2      260      4.85       0      0      1      ! WAR
CH3CCH2    2      260      4.85       0      0      1      ! JAM
CH2CHCH2   2      260      4.85       0      0      1      ! JAM
CH3CHCH    2      260      4.85       0      0      1      ! JAM
C3H5O      2      260      4.85       0      0      1      !=C3H5
C3H4OH     2      260      4.85       0      0      1      !=bak
C3H5CO     2      357      5.18       0      0      1      ! bak=C4H7O
C3H6       2      266.8    4.982      0      0      1      
C3H6O      2      391      4.455      0      0      1      ! RAJOUT
CH2COCH3   2      391      4.455      0      0      1      ! bak
C3H4O2H    2      391      4.455      0      0      1      ! bak
IC3H7      2      266.8    4.982      0      0      1      
NC3H7      2      266.8    4.982      0      0      1      
IC3H7O     2      266.8    4.982      0      0      1      !=C3H7
NC3H7O     2      266.8    4.982      0      0      1      !=C3H7
C3H6OH     2      391      4.455      0      0      1      !=C3H6O
IC3H7O2    2      266.8    4.982      0      0      1      !=C3H7
NC3H7O2    2      266.8    4.982      0      0      1      !=C3H7
O2C3H6OH   2      391      4.455      0      0      1      !=C3H6O
C3H7       2      266.8    4.982      0      0      1      
C3H5O2H    2      260      4.85       0      0      1      !=C3H5
TC3H5      2      260      4.85       0      0      1      ! RAJ
C3H8       2      266.8    4.982      0      0      1      
IC3H7O2H   2      266.8    4.982      0      0      1      !=C3H7
NC3H7O2H   2      266.8    4.982      0      0      1      !=C3H7
C4H        1      357      5.18       0      0      1      
C4H2       1      357      5.18       0      0      1      
H2C4O      2      357      5.18       0      0      1      ! JAM
C4H3       2      357      5.18       0      0      1      ! RAJ
IC4H3      2      357      5.18       0      0      1      ! RAJ
NC4H3      2      357      5.18       0      0      1      ! RAJ
CH2CHCCH   2      357      5.18       0      0      1      ! JAM
CH2CHCCH2  2      357      5.18       0      0      1      ! JAM
H2CCCCH    2      357      5.18       0      0      1      ! JAM
HCCHCCH    2      357      5.18       0      0      1      ! JAM
C4H2OH     2      224.7    4.162      0      0      1      ! *
C4H4       2      243      4.92       0      0      1      ! DAG
BUTYNE     2      243      4.92       0      0      1      ! BAK
BUTYN2     2      243      4.92       0      0      1      ! ristori
H2CCCCH2   2      357      5.18       0      0      1      ! JAM
C4H5       1      252      4.76       0      0      1      ! RAJOUT
C4H5O      1      252      4.76       0      0      1      ! bak
OC4H6      1      252      4.76       0      0      1      ! bak
CH3CCCH2   2      357      5.18       0      0      1      ! JAM
IC4H5      2      243      4.92       0      0      1      ! DAG
NC4H5      2      243      4.92       0      0      1      ! DAG
CH2CHCHCH  2      357      5.18       0      0      1      ! JAM
C4H6       2      357      5.18       0      0      1      
MEALL      2      357      5.18       0      0      1      ! ristori
C4H612     2      357      5.18       0      0      1      ! ristori
HOC4H6     2      357      5.18       0      0      1      ! bak
C4H6O2H    2      357      5.18       0      0      1      ! bak
CH3CCCH3   2      357      5.18       0      0      1      ! JAM
CH3CH2CCH  2      357      5.18       0      0      1      ! JAM
CH2CHCHCH2 2      357      5.18       0      0      1      ! JAM
C4H7       2      357      5.18       0      0      1      ! RAJ
C4H7O      2      357      5.18       0      0      1      ! RAJ
C4H7O2     2      357      5.18       0      0      1      ! RAJ
AC4H7      2      334.7    5.06       0      0      1      ! DAG
C4H73      2      357      5.18       0      0      1      ! RAJ
IC4H7      2      357      5.18       0      0      1      ! WAR
C4H8       2      357      5.176      0      0      1      
C4H8O      2      357      5.176      0      0      1      
IC4H8OH    2      357      5.176      0      0      1      
AC4H8      2      334.7    5.06       0      0      1      ! DAG
Y1C4H8     2      334.7    5.06       0      0      1      ! WAR
T2C4H8     2      357      5.176      0      0      1      ! RAJ
Y2C4H8     2      357      5.176      0      0      1      ! WAR
UC4H8      2      357      5.176      0      0      1      ! RAJ
IC4H8      2      357      5.176      0      0      1      ! WAR
C4H9       2      357      5.176      0      0      1      
I*C4H9     2      357      5.176      0      0      1      
IC4H9      2      357      5.176      0      0      1      ! WAR
C4H7M      2      357      5.176      0      0      1      ! bak
TC4H9      2      357      5.176      0      0      1      ! WAR
PC4H9      2      341.2    5.16       0      0      1      ! DAG
S*C4H9     2      357      5.176      0      0      1      
SC4H9      2      341.2    5.16       0      0      1      ! DAG
C4H10      2      357      5.176      0      0      1      ! WAR
NC4H10     2      357      5.176      0      0      1      ! WAR
IC4H10     2      357      5.176      0      0      1      ! WAR
C5H2       1      357      5.18       0      0      1      
C5H3       1      357      5.18       0      0      1      
C5H8       2      375.6    5.29       0      0      1      ! DAG
C5H813     2      375.6    5.29       0      0      1      ! bak
CYC5H8     2      375.6    5.29       0      0      1      ! bak
ISOPE      2      375.6    5.29       0      0      1      ! BAK
C5H7C      2      378.8    5.42       0      0      1      ! bak
C5H7       2      378.8    5.42       0      0      1      ! ristori
CYC5H7     2      378.8    5.42       0      0      1      ! bak
ISOPY      2      378.8    5.42       0      0      1      ! BAK
AC5H10     2      378.8    5.42       0      0      1      ! DAG
FULVENE    2      378.8    5.42       0      0      1      ! BAK
T2C5H10    2      378.8    5.42       0      0      1      ! DAG
C2C5H10    2      378.8    5.42       0      0      1      ! DAG
ME1BU2     2      378.8    5.42       0      0      1      ! BAk
ME2BU2     2      378.8    5.42       0      0      1      ! BAk
Y1C5H10    2      378.8    5.42       0      0      1      ! WAR
BC5H10     2      387.6    5.42       0      0      1      ! DAG
AC5H11     2      380.4    5.51       0      0      1      ! DAG
BC5H11     2      380.4    5.51       0      0      1      ! bak
CC5H11     2      380.4    5.51       0      0      1      ! bak
Y1C5H11    2      380.4    5.51       0      0      1      ! WAR
TC5H11     2      380.4    5.51       0      0      1      ! WAR
NEOC5H11   2      380.4    5.51       0      0      1      ! WAR
C6H2       1      357      5.18       0      0      1      
C6H5(L)    2      412.3    5.349      0      0      1      ! JAM
C5H5OH     2      450      5.5        0      0      1      ! JAM
C5H5O      2      450      5.5        0      0      1      ! bak
C5H5O13    2      450      5.5        0      0      1      ! ristori
C2C4H8     2      412.3    5.349      0      0      1      ! RAJ
C6H9CY2    2      412.3    5.349      0      0      1      ! bak
CHD13      2      412.3    5.349      0      0      1      ! bak
CYC6H11    2      414.9    5.73       0      0      1      ! DAG
AC6H12     2      414.9    5.73       0      0      1      ! DAG
NC5H12     2      414.9    5.73       0      0      1      ! BAK
Y1C6H12    2      414.9    5.73       0      0      1      ! WAR
CYC6H12    2      414.9    5.73       0      0      1      ! WAR
Y1C6H13    2      415.2    5.83       0      0      1      ! WAR
Y2C6H13    2      415.2    5.83       0      0      1      ! WAR
AC6H13     2      415.2    5.83       0      0      1      ! DAG
IC6H13     2      415.2    5.83       0      0      1      ! WAR
C7H13      2      448      6.02       0      0      1      ! DAG
C7H1313    2      448      6.02       0      0      1      ! BAK
C7H1324    2      448      6.02       0      0      1      ! BAK
C7H1335    2      448      6.02       0      0      1      ! BAK
IC7H13     2      448      6.02       0      0      1      ! WAR
AC7H14     2      448      6.02       0      0      1      ! DAG
BC7H14     2      448      6.02       0      0      1      ! BAK
1C7H14     2      448      6.02       0      0      1      ! DAG
Y1C7H14    2      448      6.02       0      0      1      ! WAR
CC7H14     2      448      6.02       0      0      1      ! WAR
IC7H15     2      446.7    6.12       0      0      1      ! WAR
AC7H15     2      446.7    6.12       0      0      1      ! DAG
Y1C7H15    2      446.7    6.12       0      0      1      ! WAR
1C7H15     2      446.7    6.12       0      0      1      ! DAG
BC7H15     2      446.7    6.12       0      0      1      ! DAG
Y2C7H15    2      446.7    6.12       0      0      1      ! WAR
2C7H15     2      446.7    6.12       0      0      1      ! DAG
CC7H15     2      446.7    6.12       0      0      1      ! DAG
3C7H15     2      446.7    6.12       0      0      1      ! DAG
Y3C7H15    2      446.7    6.12       0      0      1      ! WAR
DC7H15     2      446.7    6.12       0      0      1      ! DAG
Y4C7H15    2      446.7    6.12       0      0      1      ! WAR
4C7H15     2      446.7    6.12       0      0      1      ! DAG
NC7H16     2      446.7    6.12       0      0      1      ! HOF
AC8H15     2      482.8    6.28       0      0      1      ! DAG
AC8H16     2      482.8    6.28       0      0      1      ! DAG
AC8H17     2      473      6.4        0      0      1      ! DAG
BC8H17     2      473      6.4        0      0      1      ! DAG
CC8H17     2      473      6.4        0      0      1      ! DAG
DC8H17     2      473      6.4        0      0      1      ! DAG
AC9H17     2      500.8    5.42       0      0      1      ! dag
AC9H18     2      500.8    6.64       0      0      1      ! DAG
AC9H19     2      500.8    6.64       0      0      1      ! DAG
BC9H19     2      500.8    6.64       0      0      1      ! DAG
CC9H19     2      500.8    6.64       0      0      1      ! DAG
DC9H19     2      500.8    6.64       0      0      1      ! DAG
EC9H19     2      500.8    6.64       0      0      1      ! DAG
C14H14     2      523.6    6.87       0      0      1      ! ristori
NAPHT      2      523.6    6.87       0      0      1      ! ristori
MHD        2      523.6    6.87       0      0      1      ! ristori
AC10H21    2      523.6    6.87       0      0      1      ! DAG
BC10H21    2      523.6    6.87       0      0      1      ! DAG
CC10H21    2      523.6    6.87       0      0      1      ! DAG
DC10H21    2      523.6    6.87       0      0      1      ! DAG
EC10H21    2      523.6    6.87       0      0      1      ! DAG
NC10H22    2      523.6    6.87       0      0      1      ! DAG
SI         0      3036     2.91       0      0      0      ! mec
SIF4       2      171.9    4.88       0      0      1      ! sve
SIH        1      95.8     3.662      0      0      1      ! mec
SIH2       2      133.1    3.803      0      0      1      ! mec
SIH3       2      170.3    3.943      0      0      1      ! mec
SIH4       2      207.6    4.084      0      0      1      ! mec
SI2        1      3036     3.28       0      0      1      ! mec
SI2H2      2      323.8    4.383      0      0      1      ! mec
SI2H3      2      318.2    4.494      0      0      1      ! mec
SI2H4      2      312.6    4.601      0      0      1      ! mec
H2SISIH2   2      312.6    4.601      0      0      1      ! mec
H3SISIH    2      312.6    4.601      0      0      1      ! mec
SI2H5      2      306.9    4.717      0      0      1      ! mec
SI2H6      2      301.3    4.828      0      0      1      ! mec
SI3        2      3036     3.55       0      0      1      ! mec
SI3H8      2      331.2    5.562      0      0      1      ! mec
ASH3       2      259.8    4.145      0      0      1      ! mec
AS2        1      1045.5   5.51       0      0      1      ! mec
K+         0      850      4.25       0      0      1      ! singh
KH         1      93.3     3.542      0      0      1      ! singh
KCL        1      1989     4.186      0      0      1      ! singh
GA         0      2961.8   4.62       0      0      0      ! mec
K          0      850      4.25       0      0      1      ! singh
KOH        2      1213     4.52       0      0      1      ! singh
KO         1      383      3.812      0      0      1      ! singh
KO2        2      1213     4.69       0      0      1      ! singh
GAME       2      972.7    4.92       0      0      1      ! mec
GAME2      2      675.8    5.22       0      0      1      ! mec
GAME3      2      378.2    5.52       0      0      1      ! mec
ME2B12     2      378.8    5.42       0      0      1      ! DAG
ME2B13     2      378.8    5.42       0      0      1      ! DAG
MEPRAL2    2      378.8    5.42       0      0      1      ! DAG
MEPRYL2    2      378.8    5.42       0      0      1      ! DAG
C6H7       2      357      5.18       0      0      1      !bak/war
C6H7C      2      357      5.18       0      0      1      !bak/war
C6H11      2      357      5.176      0      0      1      
C6H6       2      357      5.176      0      0      1      
NC6H6      2      357      5.176      0      0      1      
CYC6H10    2      357      5.176      0      0      1      
C6H10      2      357      5.176      0      0      1      
MC6H6      2      357      5.176      0      0      1      
C6H615     2      357      5.176      0      0      1      
C6H5OH     2      357      5.176      0      0      1      
C6H5O      2      357      5.176      0      0      1      
C6H9       2      357      5.176      0      0      1      
C6H8       2      357      5.176      0      0      1      
C6H5       2      357      5.176      0      0      1      
AC5H10     2      357      5.176      0      0      1      
T2C5H10    2      357      5.176      0      0      1      
C2C5H10    2      357      5.176      0      0      1      
C5H9       2      357      5.176      0      0      1      
C5H913     2      357      5.176      0      0      1      
C5H924     2      357      5.176      0      0      1      
TOLUEN     2      357      5.176      0      0      1      
PHCH2OH    2      357      5.176      0      0      1      
PHCH2O     2      357      5.176      0      0      1.0 !      ristori
PHCO       2      357      5.176      0      0      1      
PHCH2      2      357      5.176      0      0      1      
PHHCO      2      357      5.176      0      0      1      
PHC2H4     2      357      5.176      0      0      1      
APHC2H4    2      357      5.176      0      0      1.0 !      ristori
BPHC2H4    2      357      5.176      0      0      1.0 !      ristori
PHC2H5     2      357      5.176      0      0      1      
PHC2H      2      357      5.176      0      0      1      
STYREN     2      357      5.176      0      0      1      
BC6H13     2      357      5.176      0      0      1      
HEX1245    2      357      5.176      0      0      1      
CPD        2      357      5.176      0      0      1      
C5H5       2      357      5.176      0      0      1      
C3H5O2     2      266.8    4.982      0      0      1      
C2H5CO     2      266.8    4.982      0      0      1      
C2H3CO     2      266.8    4.982      0      0      1      
C5H4OH     2      266.8    4.982      0      0      1      
C5H4O      2      266.8    4.982      0      0      1      
C3H4O      2      252      4.76       0      0      1      
ACROL      2      252      4.76       0      0      1      
ETHCO      2      252      4.76       0      0      1      
PHC3H7     2      482.8    6.28       0      0      1      ! DAG dummy
CYC6H12    2      482.8    6.28       0      0      1      ! DAG dummy
CYC9H18    2      482.8    6.28       0      0      1      ! DAG dummy
CYC8H14    2      482.8    6.28       0      0      1      ! DAG dummy
CYC7H12    2      482.8    6.28       0      0      1      ! DAG dummy
P2C4H513   2      482.8    6.28       0      0      1      ! DAG dummy
C8H1514    2      482.8    6.28       0      0      1      ! DAG dummy
C8H1514    2      482.8    6.28       0      0      1      ! DAG dummy
C8H1515    2      482.8    6.28       0      0      1      ! DAG dummy
C8H1516    2      482.8    6.28       0      0      1      ! DAG dummy
C8H1517    2      482.8    6.28       0      0      1      ! DAG dummy
C8H1518    2      482.8    6.28       0      0      1      ! DAG dummy
C5H915     2      482.8    6.28       0      0      1      ! DAG dummy
C6H1116    2      482.8    6.28       0      0      1      ! DAG dummy
APHC3H6    2      482.8    6.28       0      0      1      ! DAG dummy
BPHC3H6    2      482.8    6.28       0      0      1      ! DAG dummy
CPHC3H6    2      482.8    6.28       0      0      1      ! DAG dummy
BPHC2H4    2      482.8    6.28       0      0      1      ! DAG dummy
APHC2H4    2      482.8    6.28       0      0      1      ! DAG dummy
C5H5O13    2      482.8    6.28       0      0      1      ! DAG dummy
CYC6H11    2      482.8    6.28       0      0      1      ! DAG dummy
AC9H17C    2      482.8    6.28       0      0      1      ! DAG dummy
BC9H17C    2      482.8    6.28       0      0      1      ! DAG dummy
CC9H17C    2      482.8    6.28       0      0      1      ! DAG dummy
DC9H17C    2      482.8    6.28       0      0      1      ! DAG dummy
EC9H17C    2      482.8    6.28       0      0      1      ! DAG dummy
FC9H17C    2      482.8    6.28       0      0      1      ! DAG dummy
GC9H17C    2      482.8    6.28       0      0      1      ! DAG dummy
C7H1314    2      482.8    6.28       0      0      1      ! DAG dummy
C7H1331    2      482.8    6.28       0      0      1      ! DAG dummy
C5H911     2      482.8    6.28       0      0      1      ! DAG dummy
AC8H15C    2      482.8    6.28       0      0      1      ! DAG dummy
AC7H13C    2      482.8    6.28       0      0      1      ! DAG dummy
P2C4H614   2      482.8    6.28       0      0      1      ! DAG dummy
CC6H13     2      482.8    6.28       0      0      1      ! DAG dummy
C6H1112    2      482.8    6.28       0      0      1      ! DAG dummy
C6H1115    2      482.8    6.28       0      0      1      ! DAG dummy
BPHPROPY   2      482.8    6.28       0      0      1      ! DAG dummy
CH3O2      2      482.8    6.28       0      0      1      ! DAG dummy
CH3O2H     2      482.8    6.28       0      0      1      ! DAG dummy
C2H5O2     2      482.8    6.28       0      0      1      ! DAG dummy
C2H5O2H    2      482.8    6.28       0      0      1      ! DAG dummy
AC10H20    2      482.8    6.28       0      0      1      ! DAG dummy
C7H1213    2      482.8    6.28       0      0      1      ! DAG dummy
C7H1216    2      482.8    6.28       0      0      1      ! DAG dummy
C6H1113    2      482.8    6.28       0      0      1      ! DAG dummy      
C8H1513    2      482.8    6.28       0      0      1      ! DAG dummy      
AC10H19    2      482.8    6.28       0      0      1      ! DAG dummy      
C7H1213    2      482.8    6.28       0      0      1      ! DAG dummy      
C7H1216    2      482.8    6.28       0      0      1      ! DAG dummy      
C6H1113    2      482.8    6.28       0      0      1      ! DAG dummy      
 C4H9OH    2      503.072  5.339      1.67   8.88   1      !calculated in this study      
C3H7CHO    2      450.378  5.399      2.74   0      1      !calculated in this study      
C4H7OHZ    2      503.072  5.339      1.67   8.88   1      !same as butanol      
C3H5OHZ    2      482.146  5.008      1.66   6.74   1      !same as propanol                        
AC4H8OH    2      503.072  5.339      1.67   8.88   1      !calculated in this study (same as butanol)      
C4H9O      2      503.072  5.339      1.67   8.88   1      !calculated in this study (same as butanol)      
DC4H8OH    2      503.072  5.339      1.67   8.88   1      !calculated in this study (same as butanol)      
CC4H8OH    2      503.072  5.339      1.67   8.88   1      !calculated in this study (same as butanol)      
BC4H8OH    2      503.072  5.339      1.67   8.88   1      !calculated in this study (same as butanol)      
CC3H6OH    2      482.146  5.008      1.66   6.74   1      !calculated in this study (same as propanol)      
AC3H6OH    2      482.146  5.008      1.66   6.74   1      !calculated in this study (same as propanol)      
C2H5CHO    2      462.841  5.324      2.56   6.5    1      !calculated in this study      
C2H3CHOZ   2      428.8    4.958      2.9    0      1      !from MB mechanism by WJP      
COC2H5     2      424.6    4.82       2.56   6.5    1      !first 3 from MB mech (nmm) rest = pro
COC2H3Z    2      443.2    4.12       0      0      1      !from MB mechanism by WJP      
COC3H7     2      464.2    5.009      2.6    0      1      !from MB mechanism by WJP      
IC3H6CHO   2      436.4    5.352      0      0      1      !from MB mechanism by WJP      
NC3H6CHO   2      436.4    5.352      0      0      1      !from MB mechanism by WJP      
C2H4OH     2      391      4.455      0      0      1      !calculated in this study (same as ethanol)
C5H11OH-1  2      503.072  5.339      1.67   8.88   1      !ESTD
C4H9CHO    2      450.378  5.399      2.74   0      1      !ESTD
C5H11O     2      503.072  5.339      1.67   8.88   1      !ESTD
AC5H10OH   2      503.072  5.339      1.67   8.88   1      !ESTD
BC5H10OH   2      503.072  5.339      1.67   8.88   1      !ESTD
CC5H10OH   2      503.072  5.339      1.67   8.88   1      !ESTD
DC5H10OH   2      503.072  5.339      1.67   8.88   1      !ESTD
EC5H10OH   2      503.072  5.339      1.67   8.88   1      !ESTD
C5H9OHZ    2      482.146  5.008      1.66   6.74   1      !ESTD
COC4H9     2      464.2    5.009      2.6    0      1      !ESTD
C4H711     2      357      5.18       0      0      1      !c4h7
C6H1114    2      357      5.176      0      0      1      !c6h11
C6H1012    2      412.3    5.349      0      0      1      ! c6h10
C6H1013    2      412.3    5.349      0      0      1      ! c6h10
CH3CHOH    2      391      4.455      0      0      1      ! c2h5o 
CH3CH2O    2      391      4.455      0      0      1      ! c2h5o
HOC2H4O2   2      391      4.455      0      0      1      !=EtOH
